PName_original,PName,iso3,first,last,iso3Birth,Start_year,End_year,Start_month,End_month,Position,Sex,Birth_year,Education,BA_or_MA,MBA,PhD,CountryBirth,CityBirth,name
Edwin I. Mtei,Edwin Mtei,TZA,edwin,mtei,TZA,,,,,President / Governor,0.0,,,,,,,,Edwin Mtei
Dr. Idris M. Rashidi,Idris Rashidi,TZA,idris,rashidi,TZA,,,,,President / Governor,0.0,,,,,,,,Idris Rashidi
Mohammed H. Mbaye,Mohammed Mbaye,TZA,mohammed,mbaye,TZA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Mohammed Mbaye
Joseph T. Nagu,Joseph Nagu,TZA,joseph,nagu,TZA,,,,,Board member,0.0,,,,,,,,Joseph Nagu
Juma H. Reli,Juma Reli,TZA,juma,reli,TZA,,,,,Board member,0.0,,,,,,,,Juma Reli
Enos Bukuku,Enos Bukuku,TZA,enos,bukuku,TZA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Enos Bukuku
Lila Mkila,Lila Mkila,TZA,lila,mkila,TZA,,,,,Board member,0.0,,,,,,,,Lila Mkila
Abdulrahman Rashid,Lila Mikila,TZA,lila,mikila,TZA,,,,,Board member,0.0,,,,,,,,Lila Mikila
Esther Mkwizu,Esther Mkwizu,TZA,esther,mkwizu,TZA,,,,,Board member,1.0,,,,,,,,Esther Mkwizu
Omar Mussa,Omar Mussa,TZA,omar,mussa,TZA,,,,,Board member,0.0,,,,,,,,Omar Mussa
Amina K. Shaaban,Amina Shaaban,TZA,amina,shaaban,TZA,,,,,Board member,1.0,,,,,,,,Amina Shaaban
Dr. Rahma Salim Mahfoudh,Rahma Mahfoudh,TZA,rahma,mahfoudh,TZA,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Rahma Mahfoudh
Onegi Obel,Onegi Obel,UGA,onegi,obel,UGA,,,,,President / Governor,0.0,,,,,,,,Onegi Obel
Kajura,Henry Kajura,UGA,henry,kajura,UGA,,,,,President / Governor,0.0,,,,,,,,Henry Kajura
Kikonyogo,Charles Kikonyogo,UGA,charles,kikonyogo,UGA,,,,,President / Governor,0.0,,,,,,,,Charles Kikonyogo
Kikonyogo,Charles Kikonyogo,UGA,charles,kikonyogo,UGA,,,,,President / Governor,0.0,,,,,,,,Charles Kikonyogo
Kikonyogo,Charles Kikonyogo,UGA,charles,kikonyogo,UGA,,,,,President / Governor,0.0,,,,,,,,Charles Kikonyogo
Nkojo,Gideon Nkojo,UGA,gideon,nkojo,UGA,,,,,President / Governor,0.0,,,,,,,,Gideon Nkojo
Kiggundu,Suleiman Kiggundu,UGA,suleiman,kiggundu,UGA,,,,,President / Governor,0.0,,,,,,,,Suleiman Kiggundu
Emmanuel Tumussimemutebile,Emmanuel Tumussimemutebile,UGA,emmanuel,tumussimemutebile,UGA,,,,,President / Governor,0.0,,,,,,,,Emmanuel Tumussimemutebile
Patrick Kaberenge,Patrick Kaberenge,UGA,patrick,kaberenge,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Patrick Kaberenge
David Opiokello,David Opiokello,UGA,david,opiokello,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,David Opiokello
Louis Kasekende,Louis Kasekende,UGA,louis,kasekende,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Louis Kasekende
Louis Kasekende,Louis Kasekende,UGA,louis,kasekende,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Louis Kasekende
Margaret Mwanakatwe,Margaret Mwanakatwe,UGA,margaret,mwanakatwe,UGA,,,,,President / Governor,1.0,,,,,,,,Margaret Mwanakatwe
Augustus Nuwagaba,Augustus Nuwagaba,UGA,augustus,nuwagaba,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Augustus Nuwagaba
Michael Atingi‑Ego,Michael Atingiego,UGA,michael,atingiego,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Michael Atingiego
Michael Atingi‑Ego,Michael Atingiego,UGA,michael,atingiego,UGA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Michael Atingiego
Joseph Mary Mubiru,Joseph Mubiru,UGA,joseph,mubiru,UGA,,,,,President / Governor,0.0,,,,,,,,Joseph Mubiru
Moses Ssemyano Kiingi,Moses Kiingi,UGA,moses,kiingi,UGA,,,,,President / Governor,0.0,,,,,,,,Moses Kiingi
Kibirango,Leo Kibirango,UGA,leo,kibirango,UGA,,,,,President / Governor,0.0,,,,,,,,Leo Kibirango
Vadym Hetman,Vadym Hetman,UKR,vadym,hetman,UKR,,,,,President / Governor,0.0,,,,,,,,Vadym Hetman
Anatoliy Halchynskyi,Anatoliy Halchynskyi,UKR,anatoliy,halchynskyi,UKR,,,,,President / Governor,0.0,,,,,,,,Anatoliy Halchynskyi
Volodymyr Matvienko,Volodymyr Matvienko,UKR,volodymyr,matvienko,UKR,,,,,President / Governor,0.0,,,,,,,,Volodymyr Matvienko
Volodymyr S. Stelmakh,Volodymyr Stelmakh,UKR,volodymyr,stelmakh,UKR,,,,,President / Governor,0.0,,,,,,,,Volodymyr Stelmakh
Volodymyr S. Stelmakh,Volodymyr Stelmakh,UKR,volodymyr,stelmakh,UKR,,,,,President / Governor,0.0,,,,,,,,Volodymyr Stelmakh
Petro Sabluk,Petro Sabluk,UKR,petro,sabluk,UKR,,,,,Board member,0.0,,,,,,,,Petro Sabluk
Hennadii Shemshuchenko,Hennadii Shemshuchenko,UKR,hennadii,shemshuchenko,UKR,,,,,Board member,0.0,,,,,,,,Hennadii Shemshuchenko
Pavlo Ivanovych Haidutskyi,Pavlo Haidutskyi,UKR,pavlo,haidutskyi,UKR,,,,,Board member,0.0,,,,,,,,Pavlo Haidutskyi
Valerii  Heiets,Valerii Heiets,UKR,valerii,heiets,UKR,,,,,Board member,0.0,,,,,,,,Valerii Heiets
Ihor Mityukov,Ihor Mityukov,UKR,ihor,mityukov,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ihor Mityukov
Anatoliy Shapovalov,Anatoliy Shapovalov,UKR,anatoliy,shapovalov,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Anatoliy Shapovalov
Valerii B. Alioshyn,Valerii Alioshyn,UKR,valerii,alioshyn,UKR,,,,,Board member,0.0,,,,,,,,Valerii Alioshyn
Viktor Yushchenko,Viktor Yushchenko,UKR,viktor,yushchenko,UKR,,,,,President / Governor,0.0,,,,,,,,Viktor Yushchenko
Roman Vasyl’ovych Shpek,Roman Shpek,UKR,roman,shpek,UKR,,,,,Board member,0.0,,,,,,,,Roman Shpek
Yurii Haida,Yurii Haida,UKR,yurii,haida,UKR,,,,,Board member,0.0,,,,,,,,Yurii Haida
Serhii H. Osyka,Serhii Osyka,UKR,serhii,osyka,UKR,,,,,Board member,0.0,,,,,,,,Serhii Osyka
Serhii H. Osyka,Serhii Osyka,UKR,serhii,osyka,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Serhii Osyka
Anatolii Barsukov,Anatolii Barsukov,UKR,anatolii,barsukov,UKR,,,,,Board member,0.0,,,,,,,,Anatolii Barsukov
Olexander I. Kiryyev,Olexander Kiryyev,UKR,olexander,kiryyev,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Olexander Kiryyev
Fedir I. Shpyh,Fedir Shpyh,UKR,fedir,shpyh,UKR,,,,,President / Governor,0.0,,,,,,,,Fedir Shpyh
Mykola P. Butko,Mykola Butko,UKR,mykola,butko,UKR,,,,,Board member,0.0,,,,,,,,Mykola Butko
Yurii Polunieiev,Yurii Polunieiev,UKR,yurii,polunieiev,UKR,,,,,Board member,0.0,,,,,,,,Yurii Polunieiev
Vira I. Rychakivska,Vira Rychakivska,UKR,vira,rychakivska,UKR,,,,,Board member,1.0,,,,,,,,Vira Rychakivska
Mykola Onischuk,Mykola Onischuk,UKR,mykola,onischuk,UKR,,,,,Board member,0.0,,,,,,,,Mykola Onischuk
Oleksandr Dubov,Oleksandr Dubov,UKR,oleksandr,dubov,UKR,,,,,Board member,0.0,,,,,,,,Oleksandr Dubov
Serhiy Leonidovych Tihipko,Serhiy Tihipko,UKR,serhiy,tihipko,UKR,,,,,President / Governor,0.0,,,,,,,,Serhiy Tihipko
Yulia Tymoshenko,Yulia Tymoshenko,UKR,yulia,tymoshenko,UKR,,,,,Board member,1.0,,,,,,,,Yulia Tymoshenko
Iryna Mykhailivna Akimova,Iryna Akimova,UKR,iryna,akimova,UKR,,,,,Board member,1.0,,,,,,,,Iryna Akimova
Ihor F. Sharov,Ihor Sharov,UKR,ihor,sharov,UKR,,,,,Board member,0.0,,,,,,,,Ihor Sharov
Ihor O. Yushko,Ihor Yushko,UKR,ihor,yushko,UKR,,,,,Board member,0.0,,,,,,,,Ihor Yushko
Yakiv Smolly,Yakiv Smolly,UKR,yakiv,smolly,UKR,,,,,President / Governor,0.0,,,,,,,,Yakiv Smolly
Yakiv Smolly,Yakiv Smolly,UKR,yakiv,smolly,UKR,,,,,President / Governor,0.0,,,,,,,,Yakiv Smolly
Yakiv Smoliy,Yakiv Smoliy,UKR,yakiv,smoliy,UKR,,,,,President / Governor,0.0,,,,,,,,Yakiv Smoliy
Serhii Buriak,Serhii Buriak,UKR,serhii,buriak,UKR,,,,,Board member,0.0,,,,,,,,Serhii Buriak
Ihor Mykolaiovych Prasolov,Ihor Prasolov,UKR,ihor,prasolov,UKR,,,,,President / Governor,0.0,,,,,,,,Ihor Prasolov
Stepan Kubiv,Stepan Kubiv,UKR,stepan,kubiv,UKR,,,,,President / Governor,0.0,,,,,,,,Stepan Kubiv
Ihor Pluzhnykov,Ihor Pluzhnykov,UKR,ihor,pluzhnykov,UKR,,,,,Board member,0.0,,,,,,,,Ihor Pluzhnykov
Valeriia O. Gontareva,Valeriia Gontareva,UKR,valeriia,gontareva,UKR,,,,,President / Governor,1.0,,,,,,,,Valeriia Gontareva
Petro O. Poroshenko,Petro Poroshenko,UKR,petro,poroshenko,UKR,,,,,Board member,0.0,,,,,,,,Petro Poroshenko
Bohdan Danylyshyn,Bohdan Danylyshyn,UKR,bohdan,danylyshyn,UKR,,,,,President / Governor,0.0,,,,,,,,Bohdan Danylyshyn
Ihor Viacheslavovych Sorkin,Ihor Sorkin,UKR,ihor,sorkin,UKR,,,,,President / Governor,0.0,,,,,,,,Ihor Sorkin
Anatolii Baranin,Anatolii Baranin,UKR,anatolii,baranin,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Anatolii Baranin
Valerii Khoroshkovskyi,Valerii Khoroshkovskyi,UKR,valerii,khoroshkovskyi,UKR,,,,,Board member,0.0,,,,,,,,Valerii Khoroshkovskyi
Valerii Ivanovych Khoroshkovskyi,Valerii Khoroshkovskyi,UKR,valerii,khoroshkovskyi,UKR,,,,,Board member,0.0,,,,,,,,Valerii Khoroshkovskyi
Olena Shcherbakova,Olena Shcherbakova,UKR,olena,shcherbakova,UKR,,,,,Board member,1.0,,,,,,,,Olena Shcherbakova
Vasyl Horbal,Vasyl Horbal,UKR,vasyl,horbal,UKR,,,,,Board member,0.0,,,,,,,,Vasyl Horbal
Vasyl Horbal,Vasyl Horbal,UKR,vasyl,horbal,UKR,,,,,Board member,0.0,,,,,,,,Vasyl Horbal
Serhii Liovochkin,Serhii Liovochkin,UKR,serhii,liovochkin,UKR,,,,,Board member,0.0,,,,,,,,Serhii Liovochkin
Kateryna Rozhkova,Kateryna Rozhkova,UKR,kateryna,rozhkova,UKR,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Kateryna Rozhkova
Kyrylo Shevchenko,Kyrylo Shevchenko,UKR,kyrylo,shevchenko,UKR,,,,,President / Governor,0.0,,,,,,,,Kyrylo Shevchenko
Ernest Haliev,Ernest Haliev,UKR,ernest,haliev,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ernest Haliev
Yurii Kolobov,Yurii Kolobov,UKR,yurii,kolobov,UKR,,,,,Board member,0.0,,,,,,,,Yurii Kolobov
Borys V.Prykhodko,Borys Prykhodko,UKR,borys,prykhodko,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Borys Prykhodko
Vasyl Furman,Vasyl Furman,UKR,vasyl,furman,UKR,,,,,Board member,0.0,,,,,,,,Vasyl Furman
Arseniy Yatsenyuk,Arseniy Yatsenyuk,UKR,arseniy,yatsenyuk,UKR,,,,,Board member,0.0,,,,,,,,Arseniy Yatsenyuk
Andriy Pyshnyy,Andriy Pyshnyy,UKR,andriy,pyshnyy,UKR,,,,,President / Governor,0.0,,,,,,,,Andriy Pyshnyy
Tymofiy S. Mylovanov,Tymofiy Mylovanov,UKR,tymofiy,mylovanov,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Tymofiy Mylovanov
Sergiy Arbuzov,Serhiy Arbuzov,UKR,serhiy,arbuzov,UKR,,,,,President / Governor,0.0,,,,,,,,Serhiy Arbuzov
Yurii Heletii,Yurii Heletii,UKR,yurii,heletii,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Yurii Heletii
Viktor Koziuk,Viktor Koziuk,UKR,viktor,koziuk,UKR,,,,,Board member,0.0,,,,,,,,Viktor Koziuk
Dmytro Sologub,Dmytro Sologub,UKR,dmytro,sologub,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Dmytro Sologub
Sergiy Nikolaychuk,Sergiy Nikolaychuk,UKR,sergiy,nikolaychuk,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Sergiy Nikolaychuk
Volodymyr Lepushynskyi,Volodymyr Lepushynskyi,UKR,volodymyr,lepushynskyi,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Volodymyr Lepushynskyi
Anatolii Fedorenko,Anatolii Fedorenko,UKR,anatolii,fedorenko,UKR,,,,,Board member,0.0,,,,,,,,Anatolii Fedorenko
Valerii B. Alloshyn,Valerii Alloshyn,UKR,valerii,alloshyn,UKR,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Valerii Alloshyn
Viktor Mykhailovych Fedosov,Viktor Fedosov,UKR,viktor,fedosov,UKR,,,,,Board member,0.0,,,,,,,,Viktor Fedosov
Vitalii Lomakovych,Vitalii Lomakovych,UKR,vitalii,lomakovych,UKR,,,,,Board member,0.0,,,,,,,,Vitalii Lomakovych
Trokhym Kovalchuk,Trokhym Kovalchuk,UKR,trokhym,kovalchuk,UKR,,,,,Board member,0.0,,,,,,,,Trokhym Kovalchuk
Claudio Williman,Claudio Williman,URY,claudio,williman,URY,,,,,President / Governor,0.0,,,,,,,,Claudio Williman
José Serrato,Jose Serrato,URY,jose,serrato,URY,,,,,President / Governor,0.0,,,,,,,,Jose Serrato
Gabriel Terra,Gabriel Terra,URY,gabriel,terra,URY,,,,,President / Governor,0.0,,,,,,,,Gabriel Terra
Alfredo Baldomir,Alfredo Baldomir,URY,alfredo,baldomir,URY,,,,,President / Governor,0.0,,,,,,,,Alfredo Baldomir
Andrés Martínez Trueba,Andres Trueba,URY,andres,trueba,URY,,,,,President / Governor,0.0,,,,,,,,Andres Trueba
Francisco Forteza,Francisco Forteza,URY,francisco,forteza,URY,,,,,President / Governor,0.0,,,,,,,,Francisco Forteza
Alberto Fermín Zubiría,Alberto Zubiria,URY,alberto,zubiria,URY,,,,,President / Governor,0.0,,,,,,,,Alberto Zubiria
Armando R. Malet,Armando Malet,URY,armando,malet,URY,,,,,President / Governor,0.0,,,,,,,,Armando Malet
Jorge Echeverría,Jorge Echeverria,URY,jorge,echeverria,URY,,,,,President / Governor,0.0,,,,,,,,Jorge Echeverria
Jorge Gamarra,Jorge Gamarra,URY,jorge,gamarra,URY,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Jorge Gamarra
Juan Pedro Amestoy,Juan Amestoy,URY,juan,amestoy,URY,,,,,President / Governor,0.0,,,,,,,,Juan Amestoy
Dr. Jorge Echevarria Leunda,Jorge Leunda,URY,jorge,leunda,URY,,,,,President / Governor,0.0,,,,,,,,Jorge Leunda
Ramon Diaz Gaspar,Ramon Gaspar,URY,ramon,gaspar,URY,,,,,President / Governor,0.0,,,,,,,,Ramon Gaspar
Daniel H. Martins,Daniel Martins,URY,daniel,martins,URY,,,,,Board member,0.0,,,,,,,,Daniel Martins
Daniel H. Martins,Daniel Martins,URY,daniel,martins,URY,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Daniel Martins
Enrique V. Iglesias,Enrique Iglesias,URY,enrique,iglesias,URY,,,,,Board member,0.0,,,,,,,,Enrique Iglesias
Enrique Braga Silva,Enrique Silva,URY,enrique,silva,URY,,,,,President / Governor,0.0,,,,,,,,Enrique Silva
Ricardo Pascale,Ricardo Pascale,URY,ricardo,pascale,URY,,,,,President / Governor,0.0,,,,,,,,Ricardo Pascale
César Rodríguez Batlle,Cesar Batlle,URY,cesar,batlle,URY,,,,,President / Governor,0.0,,,,,,,,Cesar Batlle
Cancela,Walter Cancela,URY,walter,cancela,URY,,,,,President / Governor,0.0,,,,,,,,Walter Cancela
Rosario Medero,Rosario Medero,URY,rosario,medero,URY,,,,,President / Governor,0.0,,,,,,,,Rosario Medero
Alberto Graña,Alberto Grana,URY,alberto,grana,URY,,,,,President / Governor,0.0,,,,,,,,Alberto Grana
Alberto Graña,Alberto Grana,URY,alberto,grana,URY,,,,,President / Governor,0.0,,,,,,,,Alberto Grana
Julio de Brun Mascheroni,Julio Mascheroni,URY,julio,mascheroni,URY,,,,,President / Governor,0.0,,,,,,,,Julio Mascheroni
Mario Bergara Duque,Mario Duque,URY,mario,duque,URY,,,,,President / Governor,0.0,,,,,,,,Mario Duque
Mario Bergara,Mario Bergara,URY,mario,bergara,URY,,,,,Board member,0.0,,,,,,,,Mario Bergara
Mario Bergara,Mario Bergara,URY,mario,bergara,URY,,,,,President / Governor,0.0,,,,,,,,Mario Bergara
Diego Labat,Diego Labat,URY,diego,labat,URY,,,,,President / Governor,0.0,,,,,,,,Diego Labat
Washington Ribeiro,Washington Ribeiro,URY,washington,ribeiro,URY,,,,,President / Governor,0.0,,,,,,,,Washington Ribeiro
Washington Ribeiro,Washington Ribeiro,URY,washington,ribeiro,URY,,,,,Board member,0.0,,,,,,,,Washington Ribeiro
Wahington Ribeiro,Wahington Ribeiro,URY,wahington,ribeiro,URY,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Wahington Ribeiro
Guillermo Tolosa,Guillermo Tolosa,URY,guillermo,tolosa,URY,,,,,President / Governor,0.0,,,,,,,,Guillermo Tolosa
Martin Inthamoussu,Martin Inthamoussu,URY,martin,inthamoussu,URY,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Martin Inthamoussu
Pedro Aramendía,Pedro Aramendia,URY,pedro,aramendia,URY,,,,,President / Governor,0.0,,,,,,,,Pedro Aramendia
Alejandro Gallinal,Alejandro Gallinal,URY,alejandro,gallinal,URY,,,,,President / Governor,0.0,,,,,,,,Alejandro Gallinal
Javier Mendivil,Javier Mendivil,URY,javier,mendivil,URY,,,,,President / Governor,0.0,,,,,,,,Javier Mendivil
Jorge West,Jorge West,URY,jorge,west,URY,,,,,President / Governor,0.0,,,,,,,,Jorge West
Mario Fullgraff,Mario Fullgraff,URY,mario,fullgraff,URY,,,,,President / Governor,0.0,,,,,,,,Mario Fullgraff
Solano Amilivia,Solano Amilivia,URY,solano,amilivia,URY,,,,,President / Governor,0.0,,,,,,,,Solano Amilivia
Francisco Podesta,Francisco Podesta,URY,francisco,podesta,URY,,,,,President / Governor,0.0,,,,,,,,Francisco Podesta
José Pedro Aramendía,Jose Aramendia,URY,jose,aramendia,URY,,,,,President / Governor,0.0,,,,,,,,Jose Aramendia
Julio Solsona Flores,Julio Flores,URY,julio,flores,URY,,,,,President / Governor,0.0,,,,,,,,Julio Flores
Carlos Snguinetti,Carlos Snguinetti,URY,carlos,snguinetti,URY,,,,,President / Governor,0.0,,,,,,,,Carlos Snguinetti
Nilo R. Marquez,Nilo Marquez,URY,nilo,marquez,URY,,,,,President / Governor,0.0,,,,,,,,Nilo Marquez
Carlos E. Ricci,Carlos Ricci,URY,carlos,ricci,URY,,,,,President / Governor,0.0,,,,,,,,Carlos Ricci
José Diaz,Jose Diaz,URY,jose,diaz,URY,,,,,President / Governor,0.0,,,,,,,,Jose Diaz
Jpsé María Puppo,Jose Puppo,URY,jose,puppo,URY,,,,,President / Governor,0.0,,,,,,,,Jose Puppo
Juan Carlos Protasi,Juan Protasi,URY,juan,protasi,URY,,,,,President / Governor,0.0,,,,,,,,Juan Protasi
Humberto Capote,Humberto Capote,URY,humberto,capote,URY,,,,,President / Governor,0.0,,,,,,,,Humberto Capote
Eva Holz,Eva Holz,URY,eva,holz,URY,,,,,President / Governor,1.0,,,,,,,,Eva Holz
Miguel Vieytes,Miguel Vieytes,URY,miguel,vieytes,URY,,,,,President / Governor,0.0,,,,,,,,Miguel Vieytes
César Failache,Cesar Failache,URY,cesar,failache,URY,,,,,Board member,0.0,,,,,,,,Cesar Failache
Milo D. Campbell,Milo Campbell,USA,milo,campbell,USA,,,,,Board member,0.0,,,,,,,,Milo Campbell
Willis J. Bailey,Willis Bailey,USA,willis,bailey,USA,,,,,Board member,0.0,,,,,,,,Willis Bailey
Rolla Wells,Rolla Wells,USA,rolla,wells,USA,,,,,Board member,0.0,,,,,,,,Rolla Wells
James K. Lynch,James Lynch,USA,james,lynch,USA,,,,,Board member,0.0,,,,,,,,James Lynch
Joseph A. McCord,Joseph Mccord,USA,joseph,mccord,USA,,,,,Board member,0.0,,,,,,,,Joseph Mccord
Carter Glass,Carter Glass,USA,carter,glass,USA,,,,,President / Governor,0.0,,,,,,,,Carter Glass
Daniel Richard Crissinger,Daniel Crissinger,USA,daniel,crissinger,USA,,,,,President / Governor,0.0,,,,,,,,Daniel Crissinger
Charles S. Hamlin,Charles Hamlin,USA,charles,hamlin,USA,,,,,President / Governor,0.0,,,,,,,,Charles Hamlin
George J. Seay,George Seay,USA,george,seay,USA,,,,,Board member,0.0,,,,,,,,George Seay
Maximilian B. Wellborn,Maximilian Wellborn,USA,maximilian,wellborn,USA,,,,,Board member,0.0,,,,,,,,Maximilian Wellborn
Frederic A. Delano,Frederic Delano,USA,frederic,delano,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Frederic Delano
Jo Zach Miller Jr.,Jo Jr,USA,jo,jr,USA,,,,,Board member,0.0,,,,,,,,Jo Jr
John U. Calkins,John Calkins,USA,john,calkins,USA,,,,,Board member,0.0,,,,,,,,John Calkins
Elvadore R. Fancher,Elvadore Fancher,USA,elvadore,fancher,USA,,,,,Board member,0.0,,,,,,,,Elvadore Fancher
Albert Strauss,Albert Strauss,USA,albert,strauss,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Albert Strauss
George W. Norris,George Norris,USA,george,norris,USA,,,,,Board member,0.0,,,,,,,,George Norris
William P.G. Harding,William Harding,USA,william,harding,USA,,,,,Board member,0.0,,,,,,,,William Harding
Archibald C. Kains,Archibald Kains,USA,archibald,kains,USA,,,,,Board member,0.0,,,,,,,,Archibald Kains
Edmund Platt,Edmund Platt,USA,edmund,platt,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Edmund Platt
James B. McDougal,James Mcdougal,USA,james,mcdougal,USA,,,,,Board member,0.0,,,,,,,,James Mcdougal
David C. Biggs,David Biggs,USA,david,biggs,USA,,,,,Board member,0.0,,,,,,,,David Biggs
George R. James,George James,USA,george,james,USA,,,,,Board member,0.0,,,,,,,,George James
Henry A. Moehlenpah,Henry Moehlenpah,USA,henry,moehlenpah,USA,,,,,Board member,0.0,,,,,,,,Henry Moehlenpah
William B. Geery,William Geery,USA,william,geery,USA,,,,,Board member,0.0,,,,,,,,William Geery
Theodore Wold,Theodore Wold,USA,theodore,wold,USA,,,,,Board member,0.0,,,,,,,,Theodore Wold
Paul M. Warburg,Paul Warburg,USA,paul,warburg,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Paul Warburg
John R. Mitchell,John Mitchell,USA,john,mitchell,USA,,,,,Board member,0.0,,,,,,,,John Mitchell
E. P. Passmore,E Passmore,USA,e,passmore,USA,,,,,Board member,0.0,,,,,,,,E Passmore
Edward H. Cunningham,Edward Cunningham,USA,edward,cunningham,USA,,,,,Board member,0.0,,,,,,,,Edward Cunningham
J.J. Thomas,J Thomas,USA,j,thomas,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,J Thomas
Richard L. Van Zandt,Richard Zandt,USA,richard,zandt,USA,,,,,Board member,0.0,,,,,,,,Richard Zandt
Charles J. Rhoads,Charles Rhoads,USA,charles,rhoads,USA,,,,,Board member,0.0,,,,,,,,Charles Rhoads
David C. Wills,David Wills,USA,david,wills,USA,,,,,Board member,0.0,,,,,,,,David Wills
Buckner A. McKinney,Buckner Mckinney,USA,buckner,mckinney,USA,,,,,Board member,0.0,,,,,,,,Buckner Mckinney
Joseph W. McIntosh,Joseph Mcintosh,USA,joseph,mcintosh,USA,,,,,Board member,0.0,,,,,,,,Joseph Mcintosh
Eugene R. Black,Eugene Black,USA,eugene,black,USA,,,,,Board member,0.0,,,,,,,,Eugene Black
William McChesney Martin Sr.,William Sr,USA,william,sr,USA,,,,,Board member,0.0,,,,,,,,William Sr
George J. Schaller,George Schaller,USA,george,schaller,USA,,,,,Board member,0.0,,,,,,,,George Schaller
Oscar Wells,Oscar Wells,USA,oscar,wells,USA,,,,,Board member,0.0,,,,,,,,Oscar Wells
Eugene I. Meyer,Eugene Meyer,USA,eugene,meyer,USA,,,,,President / Governor,0.0,,,,,,,,Eugene Meyer
George H. Hamilton,George Hamilton,USA,george,hamilton,USA,,,,,Board member,0.0,,,,,,,,George Hamilton
Ralph W. Morrison,Ralph Morrison,USA,ralph,morrison,USA,,,,,Board member,0.0,,,,,,,,Ralph Morrison
Alfred L. Aiken,Alfred Aiken,USA,alfred,aiken,USA,,,,,Board member,0.0,,,,,,,,Alfred Aiken
Matthew J. Fleming,Matthew Fleming,USA,matthew,fleming,USA,,,,,Board member,0.0,,,,,,,,Matthew Fleming
William W. Paddock,William Paddock,USA,william,paddock,USA,,,,,Board member,0.0,,,,,,,,William Paddock
C. Canby Balderston,Canby Balderston,USA,canby,balderston,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Canby Balderston
Joseph A. Broderick,Joseph Broderick,USA,joseph,broderick,USA,,,,,Board member,0.0,,,,,,,,Joseph Broderick
Ralph E. Flanders,Ralph Flanders,USA,ralph,flanders,USA,,,,,Board member,0.0,,,,,,,,Ralph Flanders
Lynn P. Talley,Lynn Talley,USA,lynn,talley,USA,,,,,Board member,0.0,,,,,,,,Lynn Talley
Wayland W. Magee,Wayland Magee,USA,wayland,magee,USA,,,,,Board member,0.0,,,,,,,,Wayland Magee
Hugh Armitage,Hugh Armitage,USA,hugh,armitage,USA,,,,,President / Governor,0.0,,,,,,,,Hugh Armitage
Roy A. Young,Roy Young,USA,roy,young,USA,,,,,Board member,0.0,,,,,,,,Roy Young
Ronald Ransom,Ronald Ransom,USA,ronald,ransom,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ronald Ransom
Robert S. Parker,Robert Parker,USA,robert,parker,USA,,,,,Board member,0.0,,,,,,,,Robert Parker
John N. Peyton,John Peyton,USA,john,peyton,USA,,,,,Board member,0.0,,,,,,,,John Peyton
Ira Clerk,Ira Clerk,USA,ira,clerk,USA,,,,,President / Governor,0.0,,,,,,,,Ira Clerk
Ernest G. Draper,Ernest Draper,USA,ernest,draper,USA,,,,,Board member,0.0,,,,,,,,Ernest Draper
James Francis Thaddeus O'Connor,James Oconnor,USA,james,oconnor,USA,,,,,Board member,0.0,,,,,,,,James Oconnor
George L. Harrison,George Harrison,USA,george,harrison,USA,,,,,Board member,0.0,,,,,,,,George Harrison
