PName_original;PName;iso3;first;last;iso3Birth;Start_year;End_year;Start_month;End_month;Position;Sex;Birth_year;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth;Position_original;Birth_month;Wikipedia_title;Wikipedia_person_url;Wikipedia_qid;Wikipedia_match_score;Wikipedia_match_reason;Wikipedia_match_status;Wikipedia_match_reliable
Danny Assche;Danny Assche;BEL;danny;assche;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Estelle Cantillo;Estelle Cantillo;BEL;estelle;cantillo;BEL;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Tim Hermans;Tim Hermans;BEL;tim;hermans;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Géraldine Van der Stichele;Geraldine Stichele;BEL;geraldine;stichele;BEL;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Pieter Verhelst;Pieter Verhelst;BEL;pieter;verhelst;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Lionel Rouget;Lionel Rouget;BEL;lionel;rouget;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dimitri Lhoste;Dimitri Lhoste;BEL;dimitri;lhoste;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Cedric Frère;Cedric Frere;BEL;cedric;frere;BEL;;;;;0;0;;;;;;;;Board member;;Gérald Frère;https://en.wikipedia.org/wiki/Gérald_Frère;Q3123617;29.666666666666664;shared_last_name|name_similarity:0.67|econ_context|country_hint|role_hint;rejected;0
Louise Fromont;Louise Fromont;BEL;louise;fromont;BEL;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Bernard Jurion;Bernard Jurion;BEL;bernard;jurion;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Edwin De Boeck;Edwin Boeck;BEL;edwin;boeck;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Marjan Maes;Marjan Maes;BEL;marjan;maes;BEL;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Gilles Vandorpe;Gilles Vandorpe;BEL;gilles;vandorpe;BEL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Adidjatou Mathys;Adidjatou Mathys;BEN;adidjatou;mathys;BEN;2017;;4;;0;1;1956;;;;;Benin;Porto-Novo;Board member;;Adidjatou Mathys;https://en.wikipedia.org/wiki/Adidjatou_Mathys;Q106764634;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Houessou Yaovi Hadonou;Houessou Hadonou;BEN;houessou;hadonou;BEN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Oumara Karimou Assouma;Oumara Assouma;BEN;oumara;assouma;BEN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Alain Michel Komaclo;Alain Komaclo;BEN;alain;komaclo;BEN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Emmanuel Assilamehoo;Emmanuel Assilamehoo;BEN;emmanuel;assilamehoo;BEN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Damo Justin Baro;Damo Baro;BFA;damo;baro;BFA;;;;;2;0;;;;;;;;President / Governor;;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;34.2;partial_title|name_similarity:0.72|econ_context|country_hint|role_hint;rejected;0
Damo Justin Baro;Damo Baro;BFA;damo;baro;BFA;;;;;2;0;;;;;;;;President / Governor;;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;34.2;partial_title|name_similarity:0.72|econ_context|country_hint|role_hint;rejected;0
Robert Julienne;Robert Julienne;BFA;robert;julienne;BFA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Abdoulaye Fadiga;Abdoulaye Fadiga;BFA;abdoulaye;fadiga;BFA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
"Justin Damo Baro
";Justin Baro;BFA;justin;baro;BFA;1983;1986;;;2;0;1952;1;;;;Burkina Faso;Toussiana Department;President / Governor;12;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;35.148148148148145;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint;matched;1
"Philippe-Henri Dakoury-Tabley
";Philippe Dakourytabley;BFA;philippe;dakourytabley;BFA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Jean-Baptiste M.P. Compaore;Jean Compaore;BFA;jean;compaore;BFA;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
A.N.M Hamidullah;A Hamidullah;BGD;a;hamidullah;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
M. Nurul Islam;Nurul Islam;BGD;nurul;islam;BGD;;;;;2;0;;;;;;;;President / Governor;;Nurul Islam;https://en.wikipedia.org/wiki/Nurul_Islam;Q7070305;42.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint|disambiguation_penalty;matched;1
Sarkar;Lutfar Sarkar;BGD;lutfar;sarkar;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dr. Salehuddin Ahmed;A Ahmed;BGD;a;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;Z. A. Ahmed;https://en.wikipedia.org/wiki/Z._A._Ahmed;Q13115148;31.75;partial_title|name_similarity:0.88|econ_context|role_hint;rejected;0
Shegufta Bakht Chaudhuri ;Shegufta Chaudhuri;BGD;shegufta;chaudhuri;BGD;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
A.K.N. Ahmed;A Ahmed;BGD;a;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;Z. A. Ahmed;https://en.wikipedia.org/wiki/Z._A._Ahmed;Q13115148;31.75;partial_title|name_similarity:0.88|econ_context|role_hint;rejected;0
Khorshed Alam;Khorshed Alam;BGD;khorshed;alam;BGD;;;;;2;0;1935;3;"University; Harvard University";;;Bangladesh;Narsingdi;President / Governor;1;Khorshed Alam;https://en.wikipedia.org/wiki/Khorshed_Alam;Q24943799;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
A.K.N. Ahmed;Fakhruddin Ahmed;BGD;fakhruddin;ahmed;BGD;2007;2009;1;1;2;0;1940;2;Princeton University;;;Bangladesh;Munshiganj District;President / Governor;5;Fakhruddin Ahmed;https://en.wikipedia.org/wiki/Fakhruddin_Ahmed;Q560060;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Dr. Fakhruddin Ahmed;Fakhruddin Ahmed;BGD;fakhruddin;ahmed;BGD;2007;2009;1;1;2;0;1940;2;Princeton University;;;Bangladesh;Munshiganj District;President / Governor;5;Fakhruddin Ahmed;https://en.wikipedia.org/wiki/Fakhruddin_Ahmed;Q560060;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Sanat Kumar Saha;Sanat Saha;BGD;sanat;saha;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Farashuddin;Mohammed Farashuddin;BGD;mohammed;farashuddin;BGD;;;;;2;0;1942;2;Boston University;;;British Raj;Assam Province;President / Governor;4;Mohammed Farashuddin;https://en.wikipedia.org/wiki/Mohammed_Farashuddin;Q24943804;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mustafa Kamal Mujeri;Mustafa Mujeri;BGD;mustafa;mujeri;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
A. K. M. Aftab ul Islam;A Islam;BGD;a;islam;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dr. Atiur Rahman;Atiur Rahman;BGD;atiur;rahman;BGD;2009;2016;5;3;2;0;1953;2;;;;Bangladesh;Jamalpur District;President / Governor;12;Atiur Rahman;https://en.wikipedia.org/wiki/Atiur_Rahman;Q3350886;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mohammad Ali Taslim;Mohammad Taslim;BGD;mohammad;taslim;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ahsan H. Mansur;Ahsan Mansur;BGD;ahsan;mansur;BGD;;;;;2;0;1950;3;University of;;;Pakistan;1950/1951 (age 74–75) East Bengal;President / Governor;;Ahsan H. Mansur;https://en.wikipedia.org/wiki/Ahsan_H._Mansur;Q116759475;36.23076923076923;partial_title|name_similarity:0.92|econ_context|country_hint|role_hint;matched;1
Abul Quasem;Abul Quasem;BGD;abul;quasem;BGD;;;;;2;0;;;;;;;;President / Governor;;Mohammad Abul Quasem;https://en.wikipedia.org/wiki/Mohammad_Abul_Quasem;Q106410468;34.096774193548384;partial_title|name_similarity:0.71|econ_context|country_hint|role_hint;rejected;0
S. M. Mahfuzur Rahman;S Rahman;BGD;s;rahman;BGD;;;;;0;0;;;;;;;;Board member;;Talat Rahman;https://en.wikipedia.org/wiki/Talat_Rahman;Q88416015;21.0;shared_last_name|name_similarity:0.70|econ_context;rejected;0
Sadiq Ahmed;Sadiq Ahmed;BGD;sadiq;ahmed;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Nazrul Huda;Nazrul Huda;BGD;nazrul;huda;BGD;;;;;0;0;;;;;;;;Board member;;A. T. M. Zahurul Huq;https://en.wikipedia.org/wiki/A._T._M._Zahurul_Huq;Q131994915;17.714285714285715;name_similarity:0.57|econ_context|country_hint;rejected;0
Dr. Salehuddin Ahmed;Nasiruddin Ahmed;BGD;nasiruddin;ahmed;BGD;;;;;0;0;;;;;;;;Board member;;Nasiruddin Ahmed;https://en.wikipedia.org/wiki/Nasiruddin_Ahmed;Q124956231;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Rushidan Islam Rahman;Rushidan Rahman;BGD;rushidan;rahman;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Mohammad Tareque;Mohammad Tareque;BGD;mohammad;tareque;BGD;;;;;0;0;;;;;;;;Board member;;Mohammad Tareque;https://en.wikipedia.org/wiki/Mohammad_Tareque;Q131601693;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Shafiqur Rahman Patwari;Shafiqur Patwari;BGD;shafiqur;patwari;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Fazle Kabir;Fazle Kabir;BGD;fazle;kabir;BGD;2016;2022;3;7;2;0;1955;3;Cadet College;;;Bangladesh;Dhaka;President / Governor;7;Fazle Kabir;https://en.wikipedia.org/wiki/Fazle_Kabir;Q23304407;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Musharraf Hossain Bhuiyan;Musharraf Bhuiyan;BGD;musharraf;bhuiyan;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Kazi Muktadir;Kazi Muktadir;BGD;kazi;muktadir;BGD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Hedayetullah Al Mamoon;Hedayetullah Mamoon;BGD;hedayetullah;mamoon;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Hedayetullah Mamoon;Hedayetullah Mamoon;BGD;hedayetullah;mamoon;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mohammad Muslim Chowdhury;Mohammad Chowdhury;BGD;mohammad;chowdhury;BGD;;;;;0;0;;;;;;;;Board member;;Niaz Mohammad Chowdhury;https://en.wikipedia.org/wiki/Niaz_Mohammad_Chowdhury;Q63184452;22.78048780487805;partial_title|name_similarity:0.88|country_hint;rejected;0
Nojibur Rahman;Nojibur Rahman;BGD;nojibur;rahman;BGD;;;;;0;0;;;;;;;;Board member;;Md. Nojibur Rahman;https://en.wikipedia.org/wiki/Md._Nojibur_Rahman;Q124972501;36.03225806451613;partial_title|name_similarity:0.90|econ_context|country_hint|role_hint;rejected;0
Ahmed Jamal;Ahmed Jamal;BGD;ahmed;jamal;BGD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;Ahmed Jamal;https://en.wikipedia.org/wiki/Ahmed_Jamal;Q92767713;25.0;exact_title|name_similarity:1.00|disambiguation_penalty;matched;1
A.K.N. Ahmed;Salehuddin Ahmed;BGD;salehuddin;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;Salehuddin Ahmed (economist);https://en.wikipedia.org/wiki/Salehuddin_Ahmed_(economist);Q20202812;42.61904761904762;strong_title|name_similarity:0.76|econ_context|country_hint|role_hint;rejected;0
Dr. Salehuddin Ahmed;Salehuddin Ahmed;BGD;salehuddin;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;Salehuddin Ahmed (economist);https://en.wikipedia.org/wiki/Salehuddin_Ahmed_(economist);Q20202812;42.61904761904762;strong_title|name_similarity:0.76|econ_context|country_hint|role_hint;rejected;0
M Khan;M Khan;BGD;m;khan;BGD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;Lina Khan;https://en.wikipedia.org/wiki/Lina_Khan;Q56523534;20.666666666666664;shared_last_name|name_similarity:0.67|econ_context;rejected;0
Abu Nasser;Abu Nasser;BGD;abu;nasser;BGD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Abdur Rouf Talukder;Abdur Talukder;BGD;abdur;talukder;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Abdur Talukder;Abdur Talukder;BGD;abdur;talukder;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mostakur Rahman;Mostakur Rahman;BGD;mostakur;rahman;BGD;;;;;2;0;;;;;;;;President / Governor;;Md Mostaqur Rahman;https://en.wikipedia.org/wiki/Md_Mostaqur_Rahman;Q138464766;31.484848484848484;shared_last_name|name_similarity:0.85|econ_context|country_hint|role_hint;rejected;0
Md. Ezazul Islam;Md Islam;BGD;md;islam;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Md. Zabaidul Islam;Md Islam;BGD;md;islam;BGD;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dr. Fakhruddin Ahmed;Salahuddin Ahmed;BGD;salahuddin;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;Salahuddin Ahmed;https://en.wikipedia.org/wiki/Salahuddin_Ahmed;Q19745126;29.0;exact_title|name_similarity:1.00|country_hint|disambiguation_penalty;matched;1
Dr. Salehuddin Ahmed;Salahuddin Ahmed;BGD;salahuddin;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;Salahuddin Ahmed;https://en.wikipedia.org/wiki/Salahuddin_Ahmed;Q19745126;29.0;exact_title|name_similarity:1.00|country_hint|disambiguation_penalty;matched;1
A.K.N. Ahmed;Momtaz Ahmed;BGD;momtaz;ahmed;BGD;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ghulam Hussain;Ghulam Hussain;BGD;ghulam;hussain;BGD;;;;;2;0;;;;;;;;President / Governor;;Ghulam Hussain (civil servant);https://en.wikipedia.org/wiki/Ghulam_Hussain_(civil_servant);Q124978513;41.666666666666664;strong_title|name_similarity:0.67|econ_context|country_hint|role_hint;rejected;0
Dr. Atiur Rahman;Md Rahman;BGD;md;rahman;BGD;;;;;0;0;;;;;;;;Board member;;MD Rahman;https://en.wikipedia.org/wiki/MD_Rahman;Q116741180;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Dr. Atiur Rahman;Kazi Rahman;BGD;kazi;rahman;BGD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Md. Habibur Rahman;Md Rahman;BGD;md;rahman;BGD;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;MD Rahman;https://en.wikipedia.org/wiki/MD_Rahman;Q116741180;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Todor Valchev;Todor Valchev;BGR;todor;valchev;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Lyubomir Filipov;Lyubomir Filipov;BGR;lyubomir;filipov;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Svetoslav Gavriiski;Svetoslav Gavriiski;BGR;svetoslav;gavriiski;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Emilia Milanova;Emilia Milanova;BGR;emilia;milanova;BGR;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Oleg Nedyalkov;Oleg Nedyalkov;BGR;oleg;nedyalkov;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Emiliya Milanova;Emiliya Milanova;BGR;emiliya;milanova;BGR;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
Statty Stattev;Statty Stattev;BGR;statty;stattev;BGR;;;;;0;0;;;;;;;;Board member;;Stati Statev;https://en.wikipedia.org/wiki/Stati_Statev;Q12295085;20.46153846153846;name_similarity:0.85|econ_context|country_hint;rejected;0
Dimitar Radev;Dimitar Radev;BGR;dimitar;radev;BGR;2015;;7;;2;0;1956;2;Georgetown University;;;Bulgaria;Plovdiv;President / Governor;7;Dimitar Radev;https://en.wikipedia.org/wiki/Dimitar_Radev;Q25431484;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Dimitar Kostov;Dimiter Kostov;BGR;dimiter;kostov;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Dimitar Kostov;Dimitar Kostov;BGR;dimitar;kostov;BGR;;;;;1;0;1936;;;;;Bulgaria;Sofia;Vice-president / Deputy-governor;7;Dimitar Kostov;https://en.wikipedia.org/wiki/Dimitar_Kostov;Q3707774;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Tsvetan Gunev;Tsvetan Gunev;BGR;tsvetan;gunev;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Tsvetan Manchev;Tsvetan Manchev;BGR;tsvetan;manchev;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Tsvetan Manchev;Tsvetan Manchev;BGR;tsvetan;manchev;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Nikolay Nenovsky;Nikolay Nenovsky;BGR;nikolay;nenovsky;BGR;;;;;0;0;1963;1;;;;Bulgaria;Veliko Tarnovo;Board member;7;Nikolay Nenovsky;https://en.wikipedia.org/wiki/Nikolay_Nenovsky;Q718970;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Nina Stoyanova;Nina Stoyanova;BGR;nina;stoyanova;BGR;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Ivan Iskrov;Ivan Iskrov;BGR;ivan;iskrov;BGR;2003;2015;10;7;2;0;1967;1;;;;Bulgaria;Pirdop;President / Governor;3;Ivan Iskrov;https://en.wikipedia.org/wiki/Ivan_Iskrov;Q1774671;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Ivan Iskrov;Ivan Iskrov;BGR;ivan;iskrov;BGR;2003;2015;10;7;2;0;1967;1;;;;Bulgaria;Pirdop;President / Governor;3;Ivan Iskrov;https://en.wikipedia.org/wiki/Ivan_Iskrov;Q1774671;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Ivan Iskrov;Ivan Iskrov;BGR;ivan;iskrov;BGR;2003;2015;10;7;1;0;1967;1;;;;Bulgaria;Pirdop;Vice-president / Deputy-governor;3;Ivan Iskrov;https://en.wikipedia.org/wiki/Ivan_Iskrov;Q1774671;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Kalin Hristov;Kalin Hristov;BGR;kalin;hristov;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Radoslav Milenkov;Radoslav Milenkov;BGR;radoslav;milenkov;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Lyudmila Elkova;Lyudmila Elkova;BGR;lyudmila;elkova;BGR;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Lyudmila Elkova;Lyudmila Elkova;BGR;lyudmila;elkova;BGR;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Elitsa Nikolova;Elitsa Nikolova;BGR;elitsa;nikolova;BGR;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Iliya Lingorski;Iliya Lingorski;BGR;iliya;lingorski;BGR;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Andrey Gurov;Andrey Gurov;BGR;andrey;gurov;BGR;;;;;1;0;1975;;;;;;;Vice-president / Deputy-governor;1;Andrey Gurov;https://en.wikipedia.org/wiki/Andrey_Gurov;Q20036949;35.0;exact_title|name_similarity:1.00;matched;1
Petar Chobanov;Petar Chobanov;BGR;petar;chobanov;BGR;2013;2013;5;5;1;0;1976;1;;;;Bulgaria;Yambol;Vice-president / Deputy-governor;7;Petar Chobanov;https://en.wikipedia.org/wiki/Petar_Chobanov;Q15732366;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Petar Chobanov;Petar Chobanov;BGR;petar;chobanov;BGR;2013;2013;5;5;1;0;1976;1;;;;Bulgaria;Yambol;Vice-president / Deputy-governor;7;Petar Chobanov;https://en.wikipedia.org/wiki/Petar_Chobanov;Q15732366;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Ivan Stefanov;Ivan Stefanov;BGR;ivan;stefanov;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Tzonyu Tzonchev;Tzonyu Tzonchev;BGR;tzonyu;tzonchev;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Atanas Mechkarov;Atanas Mechkarov;BGR;atanas;mechkarov;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Vela Lukanova;Vela Lukanova;BGR;vela;lukanova;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Kiril Nestorov;Kiril Nestorov;BGR;kiril;nestorov;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Kiril Zarev;Kiril Zarev;BGR;kiril;zarev;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Veselin Nikiforov;Veselin Nikiforov;BGR;veselin;nikiforov;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Vasil Kolarov;Vasil Kolarov;BGR;vasil;kolarov;BGR;1949;1950;7;1;2;0;1877;1;;;;Bulgaria;Shumen;President / Governor;7;Vasil Kolarov;https://en.wikipedia.org/wiki/Vasil_Kolarov;Q350248;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Ivan Dragnevski;Ivan Dragnevski;BGR;ivan;dragnevski;BGR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Garabed Minassian;Garabed Minassian;BGR;garabed;minassian;BGR;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Rumen Simeonov;Rumen Simeonov;BGR;rumen;simeonov;BGR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Penka Kratunova;Penka Kratunova;BGR;penka;kratunova;BGR;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
Boryana Pencheva;Boryana Pencheva;BGR;boryana;pencheva;BGR;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Nelly Kordovska;Nelly Kordovska;BGR;nelly;kordovska;BGR;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Abdulla Hassan Saif;Abdullah Saif;BHR;abdullah;saif;BHR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Rasheed Maraj;Rasheed Maraj;BHR;rasheed;maraj;BHR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Shaikh Abdulla bin Khalifa Al Khalifa;Ahmed Khalifa;BHR;ahmed;khalifa;BHR;;;;;2;0;1985;;;;;Egypt;Ismailia;President / Governor;3;Ahmed Khalifa;https://en.wikipedia.org/wiki/Ahmed_Khalifa;Q16223711;35.0;exact_title|name_similarity:1.00;matched;1
Abdul Albaker;Abdul Albaker;BHR;abdul;albaker;BHR;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Shaikh Ahmed bin Mohammed Al Khalifa;Ahmed Khalifa;BHR;ahmed;khalifa;BHR;;;;;2;0;1985;;;;;Egypt;Ismailia;President / Governor;3;Ahmed Khalifa;https://en.wikipedia.org/wiki/Ahmed_Khalifa;Q16223711;35.0;exact_title|name_similarity:1.00;matched;1
Abdulla Hassan Saif;Abdulla Saif;BHR;abdulla;saif;BHR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Shaikh Ahmed bin Mohammed Al Khalifa;Abdullah Khalifa;BHR;abdullah;khalifa;BHR;;;;;2;0;;;;;;;;President / Governor;;Khalid bin Abdullah Al Khalifa;https://en.wikipedia.org/wiki/Khalid_bin_Abdullah_Al_Khalifa;Q16730783;33.95652173913044;partial_title|name_similarity:0.70|econ_context|country_hint|role_hint;rejected;0
Khalid Humaidan;Khalid Humaidan;BHR;khalid;humaidan;BHR;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Carleton Williams;Carleton Williams;BHS;carleton;williams;BHS;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
 Timothy B. Donaldson;Timothy Donaldson;BHS;timothy;donaldson;BHS;;;;;2;0;1934;2;Columbia University;;;1934;( 1934-01-02 ) January 2;President / Governor;1;Timothy Donaldson;https://en.wikipedia.org/wiki/Timothy_Donaldson;Q7807158;43.0;exact_title|name_similarity:1.00|econ_context;matched;1
John A. Rolle;Warren Rolle;BHS;warren;rolle;BHS;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Collin Callender;Collin Callender;BHS;collin;callender;BHS;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Sir. William C. Allen (reapp.);Julian Reapp;BHS;julian;reapp;BHS;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Pandora Johnson;Pandora Johnson;BHS;pandora;johnson;BHS;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Vincent Vanderpool-Wallace;Vincent Vanderpoolwallace;BHS;vincent;vanderpoolwallace;BHS;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Archdeacon James Palacious;Archdeacon Palacious;BHS;archdeacon;palacious;BHS;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Julian W Francis;Julian Francis;BHS;julian;francis;BHS;;;;;2;0;;;;;;;;President / Governor;;Frank Francis;https://en.wikipedia.org/wiki/Frank_Francis;Q646445;26.407407407407405;shared_last_name|name_similarity:0.74|econ_context|role_hint;rejected;0
Julian W. Francis;Julian Francis;BHS;julian;francis;BHS;;;;;2;0;;;;;;;;President / Governor;;Frank Francis;https://en.wikipedia.org/wiki/Frank_Francis;Q646445;26.407407407407405;shared_last_name|name_similarity:0.74|econ_context|role_hint;rejected;0
