country,central_bank_name,PName_original,PName,first,last,Position,category_name,category_url
Portugal,European Central Bank ( Bank of Portugal ),Mário Centeno,Mário Centeno,Mário,Centeno,Governor,Governors of the Bank of Portugal,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Portugal
Portugal,European Central Bank ( Bank of Portugal ),Vítor Constâncio,Vítor Constâncio,Vítor,Constâncio,Governor,Governors of the Bank of Portugal,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Portugal
Qatar,Qatar Central Bank,Abdullah bin Khalid Al Attiyah,Abdullah bin Khalid Al Attiyah,Abdullah,bin Khalid Al Attiyah,Governor,Governors of Qatar Central Bank,https://en.wikipedia.org/wiki/Category:Governors_of_Qatar_Central_Bank
Romania,National Bank of Romania,Anton Moisescu,Anton Moisescu,Anton,Moisescu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Constantin Angelescu,Constantin Angelescu,Constantin,Angelescu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Constantin Mimi,Constantin Mimi,Constantin,Mimi,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Florea Dumitrescu,Florea Dumitrescu,Florea,Dumitrescu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Governor of the National Bank of Romania,Governor of the National Bank of Romania,Governor,of the National Bank of Romania,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Ion I. Câmpineanu,Ion I. Câmpineanu,Ion,I. Câmpineanu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Ion Lapedatu,Ion Lapedatu,Ion,Lapedatu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Mihail C. Suțu,Mihail C. Suțu,Mihail,C. Suțu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Mihail Manoilescu,Mihail Manoilescu,Mihail,Manoilescu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Mihail Oromolu,Mihail Oromolu,Mihail,Oromolu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Mitiță Constantinescu,Mitiță Constantinescu,Mitiță,Constantinescu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Mugur Isărescu,Mugur Isărescu,Mugur,Isărescu,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Romania,National Bank of Romania,Theodor Rosetti,Theodor Rosetti,Theodor,Rosetti,Governor,Governors of the National Bank of Romania,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Romania
Russia,Central Bank of Russia,Elvira Nabiullina,Elvira Nabiullina,Elvira,Nabiullina,Governor,Governors of the Central Bank of Russia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Russia
Russia,Central Bank of Russia,Georgy Matyukhin,Georgy Matyukhin,Georgy,Matyukhin,Governor,Governors of the Central Bank of Russia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Russia
Russia,Central Bank of Russia,Sergey Dubinin,Sergey Dubinin,Sergey,Dubinin,Governor,Governors of the Central Bank of Russia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Russia
Russia,Central Bank of Russia,Sergey Ignatyev (economist),Sergey Ignatyev (economist),Sergey,Ignatyev (economist),Governor,Governors of the Central Bank of Russia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Russia
Russia,Central Bank of Russia,Viktor Gerashchenko,Viktor Gerashchenko,Viktor,Gerashchenko,Governor,Governors of the Central Bank of Russia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Russia
Rwanda,National Bank of Rwanda,Claver Gatete,Claver Gatete,Claver,Gatete,Governor,Governors of the National Bank of Rwanda,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Rwanda
Rwanda,National Bank of Rwanda,John Rwangombwa,John Rwangombwa,John,Rwangombwa,Governor,Governors of the National Bank of Rwanda,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Rwanda
São Tomé and Príncipe,Central Bank of São Tomé and Príncipe,Adelino Castelo David,Adelino Castelo David,Adelino,Castelo David,Governor,Governors of the Central Bank of São Tomé and Príncipe,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe
São Tomé and Príncipe,Central Bank of São Tomé and Príncipe,Maria do Carmo Silveira,Maria do Carmo Silveira,Maria,do Carmo Silveira,Governor,Governors of the Central Bank of São Tomé and Príncipe,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe
Samoa,Central Bank of Samoa,Leasi Papali'i Tommy Scanlan,Leasi Papali'i Tommy Scanlan,Leasi,Papali'i Tommy Scanlan,Governor,Governors of Central Bank of Samoa,https://en.wikipedia.org/wiki/Category:Governors_of_Central_Bank_of_Samoa
Serbia,National Bank of Serbia,Aleksa Spasić,Aleksa Spasić,Aleksa,Spasić,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Dejan Šoškić,Dejan Šoškić,Dejan,Šoškić,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Filip Hristić,Filip Hristić,Filip,Hristić,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Jorgovanka Tabaković,Jorgovanka Tabaković,Jorgovanka,Tabaković,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Kori Udovički,Kori Udovički,Kori,Udovički,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,List of governors of national banks of Serbia and Yugoslavia,List of governors of national banks of Serbia and Yugoslavia,List,of governors of national banks of Serbia and Yugoslavia,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Mlađan Dinkić,Mlađan Dinkić,Mlađan,Dinkić,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Đorđe Vajfert,Đorđe Vajfert,Đorđe,Vajfert,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Serbia,National Bank of Serbia,Radovan Jelašić,Radovan Jelašić,Radovan,Jelašić,Governor,Governors of the National Bank of Serbia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Serbia
Seychelles,Central Bank of Seychelles,Caroline Abel,Caroline Abel,Caroline,Abel,Governor,Governors of the Central Bank of Seychelles,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Seychelles
Seychelles,Central Bank of Seychelles,Pierre Frank Laporte,Pierre Frank Laporte,Pierre,Frank Laporte,Governor,Governors of the Central Bank of Seychelles,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Seychelles
Sierra Leone,Bank of Sierra Leone,Kaifala Marah,Kaifala Marah,Kaifala,Marah,Governor,Governors of the Bank of Sierra Leone,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Sierra_Leone
Sierra Leone,Bank of Sierra Leone,Momodu Kargbo,Momodu Kargbo,Momodu,Kargbo,Governor,Governors of the Bank of Sierra Leone,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Sierra_Leone
Sierra Leone,Bank of Sierra Leone,Samura Kamara,Samura Kamara,Samura,Kamara,Governor,Governors of the Bank of Sierra Leone,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Sierra_Leone
Sierra Leone,Bank of Sierra Leone,Silvanus Nicol-Cole,Silvanus Nicol-Cole,Silvanus,Nicol-Cole,Governor,Governors of the Bank of Sierra Leone,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Sierra_Leone
Singapore,Monetary Authority of Singapore,Goh Chok Tong,Goh Chok Tong,Goh,Chok Tong,Chair,Chairmen of the Monetary Authority of Singapore,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Monetary_Authority_of_Singapore
Singapore,Monetary Authority of Singapore,Goh Keng Swee,Goh Keng Swee,Goh,Keng Swee,Chair,Chairmen of the Monetary Authority of Singapore,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Monetary_Authority_of_Singapore
Singapore,Monetary Authority of Singapore,Hon Sui Sen,Hon Sui Sen,Hon,Sui Sen,Chair,Chairmen of the Monetary Authority of Singapore,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Monetary_Authority_of_Singapore
Singapore,Monetary Authority of Singapore,Lee Hsien Loong,Lee Hsien Loong,Lee,Hsien Loong,Chair,Chairmen of the Monetary Authority of Singapore,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Monetary_Authority_of_Singapore
Singapore,Monetary Authority of Singapore,Richard Hu,Richard Hu,Richard,Hu,Chair,Chairmen of the Monetary Authority of Singapore,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Monetary_Authority_of_Singapore
Singapore,Monetary Authority of Singapore,Tharman Shanmugaratnam,Tharman Shanmugaratnam,Tharman,Shanmugaratnam,Chair,Chairmen of the Monetary Authority of Singapore,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Monetary_Authority_of_Singapore
Slovakia,European Central Bank ( National Bank of Slovakia ),Ivan Šramko,Ivan Šramko,Ivan,Šramko,Governor,Governors of the National Bank of Slovakia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Slovakia
Slovakia,European Central Bank ( National Bank of Slovakia ),Jozef Makúch,Jozef Makúch,Jozef,Makúch,Governor,Governors of the National Bank of Slovakia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Slovakia
Slovakia,European Central Bank ( National Bank of Slovakia ),Marián Jusko,Marián Jusko,Marián,Jusko,Governor,Governors of the National Bank of Slovakia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Slovakia
Slovakia,European Central Bank ( National Bank of Slovakia ),Peter Kažimír,Peter Kažimír,Peter,Kažimír,Governor,Governors of the National Bank of Slovakia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Slovakia
Slovakia,European Central Bank ( National Bank of Slovakia ),Vladimír Masár,Vladimír Masár,Vladimír,Masár,Governor,Governors of the National Bank of Slovakia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Slovakia
Slovenia,European Central Bank ( Bank of Slovenia ),Marko Kranjec,Marko Kranjec,Marko,Kranjec,Governor,Governors of the Bank of Slovenia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Slovenia
Slovenia,European Central Bank ( Bank of Slovenia ),Mitja Gaspari,Mitja Gaspari,Mitja,Gaspari,Governor,Governors of the Bank of Slovenia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Slovenia
Slovenia,European Central Bank ( Bank of Slovenia ),Primož Dolenc,Primož Dolenc,Primož,Dolenc,Governor,Governors of the Bank of Slovenia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Slovenia
Somalia,Central Bank of Somalia,Abdisalam Hadliye,Abdisalam Hadliye,Abdisalam,Hadliye,Governor,Governors of Central Bank of Somalia,https://en.wikipedia.org/wiki/Category:Governors_of_Central_Bank_of_Somalia
Somalia,Central Bank of Somalia,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,Abdullahi,Ahmed Addow,Governor,Governors of Central Bank of Somalia,https://en.wikipedia.org/wiki/Category:Governors_of_Central_Bank_of_Somalia
Somalia,Central Bank of Somalia,Ali Ibrahim Jama,Ali Ibrahim Jama,Ali,Ibrahim Jama,Governor,Governors of Central Bank of Somalia,https://en.wikipedia.org/wiki/Category:Governors_of_Central_Bank_of_Somalia
Somalia,Central Bank of Somalia,Bashir Isse,Bashir Isse,Bashir,Isse,Governor,Governors of Central Bank of Somalia,https://en.wikipedia.org/wiki/Category:Governors_of_Central_Bank_of_Somalia
Somalia,Central Bank of Somalia,Yussur A. F. Abrar,Yussur A. F. Abrar,Yussur,A. F. Abrar,Governor,Governors of Central Bank of Somalia,https://en.wikipedia.org/wiki/Category:Governors_of_Central_Bank_of_Somalia
South Africa,South African Reserve Bank,Chris Stals,Chris Stals,Chris,Stals,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Gerard Rissik,Gerard Rissik,Gerard,Rissik,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Gerhard de Kock,Gerhard de Kock,Gerhard,de Kock,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Gill Marcus,Gill Marcus,Gill,Marcus,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Johannes Postmus,Johannes Postmus,Johannes,Postmus,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Lesetja Kganyago,Lesetja Kganyago,Lesetja,Kganyago,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Michiel Hendrik de Kock,Michiel Hendrik de Kock,Michiel,Hendrik de Kock,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Theunis Willem de Jongh,Theunis Willem de Jongh,Theunis,Willem de Jongh,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,Tito Mboweni,Tito Mboweni,Tito,Mboweni,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Africa,South African Reserve Bank,William Henry Clegg,William Henry Clegg,William,Henry Clegg,Governor,Governors of the South African Reserve Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_South_African_Reserve_Bank
South Sudan,Bank of South Sudan,Dier Tong Ngor,Dier Tong Ngor,Dier,Tong Ngor,Governor,Governors of the Bank of South Sudan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_South_Sudan
South Sudan,Bank of South Sudan,Elijah Malok Aleng,Elijah Malok Aleng,Elijah,Malok Aleng,Governor,Governors of the Bank of South Sudan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_South_Sudan
South Sudan,Bank of South Sudan,James Alic Garang,James Alic Garang,James,Alic Garang,Governor,Governors of the Bank of South Sudan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_South_Sudan
Spain,European Central Bank ( Bank of Spain ),Alejandro Fernández de Araoz,Alejandro Fernández de Araoz,Alejandro,Fernández de Araoz,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Alfredo de Zavala y Lafora,Alfredo de Zavala y Lafora,Alfredo,de Zavala y Lafora,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Amós Salvador Rodrigáñez,Amós Salvador Rodrigáñez,Amós,Salvador Rodrigáñez,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Antonio Goicoechea,Antonio Goicoechea,Antonio,Goicoechea,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Antonio María Fabié,Antonio María Fabié,Antonio,María Fabié,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Francisco de Cárdenas Espejo,Francisco de Cárdenas Espejo,Francisco,de Cárdenas Espejo,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Governor of the Bank of Spain,Governor of the Bank of Spain,Governor,of the Bank of Spain,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Jaime Caruana,Jaime Caruana,Jaime,Caruana,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Joaquín Gutiérrez Cano,Joaquín Gutiérrez Cano,Joaquín,Gutiérrez Cano,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),José García Barzanallana,José García Barzanallana,José,García Barzanallana,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),José Luis Escrivá,José Luis Escrivá,José,Luis Escrivá,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),José Sánchez-Guerra y Martínez,José Sánchez-Guerra y Martínez,José,Sánchez-Guerra y Martínez,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Juan de la Concha Castañeda,Juan de la Concha Castañeda,Juan,de la Concha Castañeda,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Juan Francisco Camacho,Juan Francisco Camacho,Juan,Francisco Camacho,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Julio Carabias Salcedo,Julio Carabias Salcedo,Julio,Carabias Salcedo,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Lluís Nicolau d'Olwer,Lluís Nicolau d'Olwer,Lluís,Nicolau d'Olwer,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Luis María Linde,Luis María Linde,Luis,María Linde,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Manuel Aguirre de Tejada,Manuel Aguirre de Tejada,Manuel,Aguirre de Tejada,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Manuel Allendesalazar,Manuel Allendesalazar,Manuel,Allendesalazar,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Manuel Marraco Ramón,Manuel Marraco Ramón,Manuel,Marraco Ramón,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Mariano Navarro Rubio,Mariano Navarro Rubio,Mariano,Navarro Rubio,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Mariano Rubio,Mariano Rubio,Mariano,Rubio,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Miguel Ángel Fernández Ordóñez,Miguel Ángel Fernández Ordóñez,Miguel,Ángel Fernández Ordóñez,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Pío Gullón,Pío Gullón,Pío,Gullón,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Pablo Hernández de Cos,Pablo Hernández de Cos,Pablo,Hernández de Cos,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Ramón de Santillán,Ramón de Santillán,Ramón,de Santillán,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),"Salvador Bermúdez de Castro, Marquis of Lema","Salvador Bermúdez de Castro, Marquis of Lema",Salvador,"Bermúdez de Castro, Marquis of Lema",Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Spain,European Central Bank ( Bank of Spain ),Santiago Alba y Bonifaz,Santiago Alba y Bonifaz,Santiago,Alba y Bonifaz,Governor,Governors of the Bank of Spain,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Spain
Sri Lanka,Central Bank of Sri Lanka,A. S. Jayawardena,A. S. Jayawardena,A.,S. Jayawardena,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Ajith Cabraal,Ajith Cabraal,Ajith,Cabraal,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Arjuna Mahendran,Arjuna Mahendran,Arjuna,Mahendran,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Arthur Ranasinghe,Arthur Ranasinghe,Arthur,Ranasinghe,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Don William Rajapatirana,Don William Rajapatirana,Don,William Rajapatirana,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Governor of the Central Bank of Sri Lanka,Governor of the Central Bank of Sri Lanka,Governor,of the Central Bank of Sri Lanka,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Heen Banda Dissanayaka,Heen Banda Dissanayaka,Heen,Banda Dissanayaka,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Herbert Tennekoon,Herbert Tennekoon,Herbert,Tennekoon,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Indrajit Coomaraswamy,Indrajit Coomaraswamy,Indrajit,Coomaraswamy,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,John Exter,John Exter,John,Exter,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,N. U. Jayawardena,N. U. Jayawardena,N.,U. Jayawardena,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Nandalal Weerasinghe,Nandalal Weerasinghe,Nandalal,Weerasinghe,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Neville Karunatilake,Neville Karunatilake,Neville,Karunatilake,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Sunil Mendis,Sunil Mendis,Sunil,Mendis,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Template:Governors of the Central Bank of Sri Lanka,Template:Governors of the Central Bank of Sri Lanka,Template:Governors,of the Central Bank of Sri Lanka,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,W. D. Lakshman,W. D. Lakshman,W.,D. Lakshman,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,Warnasena Rasaputra,Warnasena Rasaputra,Warnasena,Rasaputra,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Sri Lanka,Central Bank of Sri Lanka,William Tennekoon,William Tennekoon,William,Tennekoon,Governor,Governors of the Central Bank of Sri Lanka,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Sri_Lanka
Suriname,Central Bank of Suriname,Gillmore Hoefdraad,Gillmore Hoefdraad,Gillmore,Hoefdraad,Governor,Governors of the Central Bank of Suriname,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Suriname
Suriname,Central Bank of Suriname,Jules Sedney,Jules Sedney,Jules,Sedney,Governor,Governors of the Central Bank of Suriname,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Suriname
Sweden,Sveriges Riksbank,Erik Thedéen,Erik Thedéen,Erik,Thedéen,Governor,Governors of Sveriges Riksbank,https://en.wikipedia.org/wiki/Category:Governors_of_Sveriges_Riksbank
